shipment_id,transaction_id,ship_date,delivery_date,status,courier
SHP46461,TXN00063140,2024-06-17,2024-06-25,Delivered,BlueDart
SHP67225,TXN00075009,2024-04-19,2024-04-20,Delivered,BlueDart
SHP64174,TXN00051943,2024-04-06,2024-04-16,Delivered,Delhivery
SHP20147,TXN00073980,2024-05-26,2024-05-28,Delivered,Delhivery
SHP51425,TXN00067327,2024-04-21,2024-04-30,Delivered,Shadowfax
SHP18315,TXN00084816,2024-04-13,2024-04-21,Delivered,Delhivery
SHP78647,TXN00052869,2024-02-11,2024-02-20,Delivered,Delhivery
SHP80960,TXN00015840,2024-04-10,2024-04-15,Delivered,EcomExpress
SHP45926,TXN00012245,2024-01-26,2024-02-05,Delivered,BlueDart
SHP73284,TXN00047168,2024-03-21,2024-03-25,Delivered,Shadowfax
SHP36954,TXN00041261,2024-05-28,2024-06-06,Delivered,Delhivery
SHP92428,TXN00090016,2024-02-08,2024-02-09,Delivered,EcomExpress
SHP62531,TXN00081134,2024-01-14,2024-01-22,Delivered,EcomExpress
SHP55295,TXN00041855,2024-03-06,2024-03-08,Delivered,Delhivery
SHP96709,TXN00023719,2024-01-22,2024-01-26,Delivered,Shadowfax
SHP96571,TXN00095397,2024-05-21,2024-05-27,Delivered,EcomExpress
SHP11601,TXN00034729,2024-01-20,2024-01-30,Delivered,Shadowfax
SHP42197,TXN00042059,2024-03-31,2024-04-06,Delivered,Shadowfax
SHP63833,TXN00093717,2024-01-25,2024-01-26,Delivered,Delhivery
SHP94806,TXN00093031,2024-02-22,2024-03-02,Delivered,BlueDart
SHP92591,TXN00098607,2024-06-05,2024-06-08,Delivered,Delhivery
SHP39574,TXN00057023,2024-06-19,2024-06-23,Delivered,EcomExpress
SHP39734,TXN00030249,2024-04-17,2024-04-21,Delivered,Shadowfax
SHP82290,TXN00040326,2024-05-23,2024-05-28,Delivered,Delhivery
SHP39279,TXN00076527,2024-04-08,2024-04-14,Delivered,EcomExpress
SHP19293,TXN00003981,2024-05-22,2024-05-30,Delivered,Delhivery
SHP22508,TXN00057512,2024-01-07,2024-01-10,Delivered,Delhivery
SHP70460,TXN00018250,2024-02-07,2024-02-16,Delivered,Delhivery
SHP32432,TXN00061792,2024-05-08,2024-05-09,Delivered,Delhivery
SHP23116,TXN00027061,2024-05-03,2024-05-11,Delivered,Delhivery
SHP98601,TXN00081248,2024-05-29,2024-06-03,Delivered,BlueDart
SHP64351,TXN00049274,2024-05-22,2024-05-30,Delivered,Shadowfax
SHP74163,TXN00026850,2024-03-29,2024-03-30,Delivered,Shadowfax
SHP44538,TXN00002480,2024-02-28,2024-03-06,Delivered,Shadowfax
SHP50043,TXN00069787,2024-06-09,2024-06-18,Delivered,EcomExpress
SHP40057,TXN00050961,2024-01-27,2024-02-06,Delivered,Shadowfax
SHP31072,TXN00076633,2024-04-16,2024-04-19,Delivered,Shadowfax
SHP72768,TXN00016854,2024-05-01,2024-05-09,Delivered,EcomExpress
SHP26924,TXN00063205,2024-03-29,2024-03-30,Delivered,Delhivery
SHP76929,TXN00099639,2024-04-08,2024-04-16,Delivered,Shadowfax
SHP54294,TXN00077121,2024-01-11,2024-01-12,Delivered,BlueDart
SHP58828,TXN00063040,2024-02-24,2024-02-25,Delivered,Shadowfax
SHP86643,TXN00077174,2024-01-17,2024-01-23,Delivered,Shadowfax
SHP55825,TXN00020045,2024-06-02,2024-06-06,Delivered,BlueDart
SHP67541,TXN00027070,2024-05-21,2024-05-30,Delivered,EcomExpress
SHP93811,TXN00036247,2024-03-07,2024-03-09,Delivered,Shadowfax
SHP45615,TXN00005682,2024-06-14,2024-06-15,Delivered,Delhivery
SHP20921,TXN00014133,2024-03-28,2024-04-06,Delivered,Shadowfax
SHP20339,TXN00077540,2025-02-12,2025-02-17,Delivered,BlueDart
SHP78811,TXN00080703,2024-03-19,2024-03-28,Delivered,Delhivery
SHP88830,TXN00013869,2024-03-28,2024-04-01,Delivered,Delhivery
SHP71427,TXN00084299,2024-05-29,2024-06-04,Delivered,Delhivery
SHP64102,TXN00048182,2024-06-10,2024-06-19,Delivered,BlueDart
SHP19999,TXN00082242,2024-02-03,2024-02-11,Delivered,BlueDart
SHP30608,TXN00084538,2024-02-05,2024-02-07,Delivered,Delhivery
SHP92581,TXN00059425,2024-04-08,2024-04-18,Delivered,EcomExpress
SHP48343,TXN00052405,2024-03-27,2024-04-06,Delivered,Shadowfax
SHP20453,TXN00010825,2024-03-31,2024-04-09,Delivered,Shadowfax
SHP11696,TXN00010656,2024-03-25,2024-03-29,Delivered,BlueDart
SHP89139,TXN00066263,2024-03-21,2024-03-28,Delivered,BlueDart
SHP69549,TXN00081947,2024-03-29,2024-04-01,Delivered,BlueDart
SHP47910,TXN00050588,2024-04-05,2024-04-08,Delivered,Delhivery
SHP68663,TXN00013909,2024-02-19,2024-02-24,Delivered,EcomExpress
SHP72949,TXN00064010,2024-05-20,2024-05-24,Delivered,Shadowfax
SHP77091,TXN00089789,2024-03-07,2024-03-12,Delivered,Shadowfax
SHP70633,TXN00062558,2024-04-28,2024-04-30,Delivered,BlueDart
SHP96575,TXN00048061,2024-02-04,2024-02-05,Delivered,Delhivery
SHP83475,TXN00092478,2024-02-27,2024-03-06,Delivered,BlueDart
SHP38128,TXN00003011,2024-03-02,2024-03-06,Delivered,Shadowfax
SHP27899,TXN00045900,2024-03-10,2024-03-19,Delivered,EcomExpress
SHP88491,TXN00079267,2024-01-19,2024-01-29,Delivered,EcomExpress
SHP92514,TXN00042647,2024-06-18,2024-06-28,Delivered,BlueDart
SHP16618,TXN00046900,2024-02-15,2024-02-17,Delivered,BlueDart
SHP78692,TXN00045116,2024-04-26,2024-05-05,Delivered,EcomExpress
SHP85261,TXN00090353,2024-03-24,2024-04-02,Delivered,Shadowfax
SHP98035,TXN00045944,2024-06-13,2024-06-22,Delivered,Delhivery
SHP74660,TXN00052138,2024-01-11,2024-01-14,Delivered,BlueDart
SHP34021,TXN00001664,2024-06-30,2024-07-03,Delivered,Delhivery
SHP86692,TXN00040400,2024-06-08,2024-06-13,Delivered,Delhivery
SHP19328,TXN00034065,2024-06-17,2024-06-19,Delivered,BlueDart
SHP18163,TXN00078155,2024-03-30,2024-04-04,Delivered,Shadowfax
SHP40000,TXN00088399,2024-04-27,2024-05-03,Delivered,Delhivery
SHP34132,TXN00068042,2024-03-19,2024-03-24,Delivered,EcomExpress
SHP61284,TXN00046037,2024-03-01,2024-03-04,Delivered,EcomExpress
SHP79382,TXN00018840,2024-06-19,2024-06-29,Delivered,EcomExpress
SHP99083,TXN00047501,2024-04-12,2024-04-17,Delivered,BlueDart
SHP44711,TXN00045281,2024-04-04,2024-04-14,Delivered,Shadowfax
SHP86033,TXN00031245,2024-04-21,2024-04-28,Delivered,BlueDart
SHP74632,TXN00011494,2024-04-07,2024-04-10,Delivered,Delhivery
SHP93557,TXN00029163,2024-04-12,2024-04-18,Delivered,Shadowfax
SHP28323,TXN00087226,2024-05-12,2024-05-19,Delivered,BlueDart
SHP42187,TXN00077727,2024-04-19,2024-04-23,Delivered,Delhivery
SHP64581,TXN00087447,2024-05-30,2024-06-03,Delivered,EcomExpress
SHP77656,TXN00003145,2024-03-19,2024-03-27,Delivered,Shadowfax
SHP67685,TXN00002560,2024-05-20,2024-05-30,Delivered,Delhivery
SHP12113,TXN00012791,2024-02-07,2024-02-17,Delivered,Delhivery
SHP14937,TXN00046099,2024-02-01,2024-02-09,Delivered,BlueDart
SHP17963,TXN00037661,2024-05-21,2024-05-25,Delivered,Delhivery
SHP43136,TXN00013545,2024-04-25,2024-05-03,Delivered,EcomExpress
SHP24036,TXN00028608,2024-04-10,2024-04-18,Delivered,Shadowfax
SHP50839,TXN00088181,2024-02-23,2024-03-04,Delivered,BlueDart
SHP12557,TXN00099924,2024-03-31,2024-04-05,Delivered,BlueDart
SHP80724,TXN00099224,2024-02-04,2024-02-10,Delivered,BlueDart
SHP41434,TXN00002196,2024-03-28,2024-03-31,Delivered,EcomExpress
SHP36235,TXN00094683,2024-06-21,2024-06-25,Delivered,Delhivery
SHP26367,TXN00031730,2024-04-09,2024-04-17,Delivered,Delhivery
SHP67041,TXN00087931,2024-04-24,2024-05-04,Delivered,BlueDart
SHP37413,TXN00015895,2024-03-22,2024-03-24,Delivered,Delhivery
SHP97315,TXN00042768,2024-03-30,2024-04-05,Delivered,EcomExpress
SHP85257,TXN00001749,2024-01-30,2024-02-08,Delivered,BlueDart
SHP71324,TXN00016413,2024-05-16,2024-05-21,Delivered,Shadowfax
SHP51981,TXN00050054,2024-04-14,2024-04-24,Delivered,BlueDart
SHP15715,TXN00021574,2024-06-28,2024-07-01,Delivered,BlueDart
SHP28548,TXN00004278,2024-01-28,2024-02-07,Delivered,BlueDart
SHP98474,TXN00068102,2024-05-21,2024-05-25,Delivered,BlueDart
SHP99150,TXN00011280,2024-02-26,2024-03-07,Delivered,EcomExpress
SHP45490,TXN00077192,2024-06-10,2024-06-13,Delivered,EcomExpress
SHP56291,TXN00052002,2024-04-21,2024-04-26,Delivered,Delhivery
SHP20262,TXN00083370,2024-02-16,2024-02-24,Delivered,BlueDart
SHP98194,TXN00046469,2024-02-27,2024-03-02,Delivered,EcomExpress
SHP11185,TXN00074305,2024-02-12,2024-02-18,Delivered,EcomExpress
SHP12035,TXN00008986,2024-03-21,2024-03-30,Delivered,Shadowfax
SHP77039,TXN00077241,2024-06-13,2024-06-18,Delivered,Delhivery
SHP73807,TXN00015165,2024-02-04,2024-02-13,Delivered,Shadowfax
SHP23948,TXN00047412,2024-05-26,2024-06-04,Delivered,BlueDart
SHP52709,TXN00052908,2024-02-23,2024-02-26,Delivered,Shadowfax
SHP67851,TXN00001412,2024-02-27,2024-03-01,Delivered,Delhivery
SHP15477,TXN00051994,2024-01-11,2024-01-21,Delivered,BlueDart
SHP60545,TXN00072648,2024-06-30,2024-07-10,Delivered,BlueDart
SHP75922,TXN00087109,2024-06-04,2024-06-09,Delivered,BlueDart
SHP60843,TXN00010762,2024-05-01,2024-05-11,Delivered,EcomExpress
SHP16410,TXN00068688,2024-06-10,2024-06-14,Delivered,BlueDart
SHP70023,TXN00029446,2024-06-16,2024-06-18,Delivered,EcomExpress
SHP77630,TXN00085841,2024-04-14,2024-04-21,Delivered,Shadowfax
SHP49506,TXN00022346,2024-01-31,2024-02-04,Delivered,Delhivery
SHP28683,TXN00058967,2024-05-23,2024-05-31,Delivered,EcomExpress
SHP37503,TXN00078712,2024-06-30,2024-07-08,Delivered,Shadowfax
SHP50154,TXN00050642,2024-04-19,2024-04-21,Delivered,Delhivery
SHP83415,TXN00009192,2024-06-18,2024-06-25,Delivered,Shadowfax
SHP93880,TXN00088019,2024-04-15,2024-04-19,Delivered,Delhivery
SHP63138,TXN00091062,2024-01-15,2024-01-22,Delivered,Delhivery
SHP52789,TXN00030493,2024-04-07,2024-04-15,Delivered,EcomExpress
SHP62649,TXN00060918,2024-03-24,2024-04-03,Delivered,BlueDart
SHP66147,TXN00015149,2024-01-26,2024-01-31,Delivered,BlueDart
SHP99263,TXN00086472,2024-05-28,2024-05-31,Delivered,EcomExpress
SHP11653,TXN00072758,2024-03-23,2024-03-25,Delivered,BlueDart
SHP70357,TXN00053536,2024-01-21,2024-01-31,Delivered,EcomExpress
SHP77245,TXN00045933,2024-01-13,2024-01-23,Delivered,Shadowfax
SHP96981,TXN00049616,2024-04-16,2024-04-19,Delivered,Delhivery
SHP23538,TXN00086715,2024-05-21,2024-05-31,Delivered,Delhivery
SHP81404,TXN00086388,2024-04-04,2024-04-07,Delivered,Shadowfax
SHP65823,TXN00091304,2024-02-12,2024-02-17,Delivered,EcomExpress
SHP66711,TXN00077037,2024-06-30,2024-07-10,Delivered,Shadowfax
SHP43054,TXN00046179,2024-07-01,2024-07-08,Delivered,EcomExpress
SHP93463,TXN00038852,2024-04-16,2024-04-26,Delivered,EcomExpress
SHP95987,TXN00002100,2024-06-14,2024-06-23,Delivered,EcomExpress
SHP37829,TXN00065749,2024-01-15,2024-01-20,Delivered,BlueDart
SHP60242,TXN00023558,2024-03-23,2024-04-02,Delivered,BlueDart
SHP18632,TXN00045524,2024-01-10,2024-01-14,Delivered,Delhivery
SHP73933,TXN00035993,2024-04-08,2024-04-12,Delivered,BlueDart
SHP85579,TXN00072905,2024-01-09,2024-01-19,Delivered,BlueDart
SHP20118,TXN00096654,2024-04-28,2024-05-07,Delivered,BlueDart
SHP87968,TXN00057689,2024-06-13,2024-06-19,Delivered,BlueDart
SHP46975,TXN00010032,2024-06-06,2024-06-14,Delivered,Delhivery
SHP10092,TXN00086144,2024-05-23,2024-05-24,Delivered,Shadowfax
SHP73612,TXN00097162,2024-03-27,2024-04-04,Delivered,Delhivery
SHP40198,TXN00002754,2024-06-15,2024-06-21,Delivered,BlueDart
SHP69637,TXN00041169,2024-04-01,2024-04-10,Delivered,Shadowfax
SHP55809,TXN00030984,2024-02-26,2024-03-07,Delivered,BlueDart
SHP48651,TXN00031888,2024-03-20,2024-03-26,Delivered,BlueDart
SHP35515,TXN00026808,2024-01-14,2024-01-20,Delivered,BlueDart
SHP53359,TXN00005102,2024-04-10,2024-04-14,Delivered,BlueDart
SHP54108,TXN00082126,2024-06-24,2024-06-28,Delivered,Shadowfax
SHP74285,TXN00083594,2024-03-03,2024-03-06,Delivered,Shadowfax
SHP13963,TXN00000207,2024-04-22,2024-04-26,Delivered,Delhivery
SHP32699,TXN00061293,2024-06-17,2024-06-24,Delivered,EcomExpress
SHP75490,TXN00050358,2024-01-03,2024-01-10,Delivered,Shadowfax
SHP17558,TXN00058689,2024-05-14,2024-05-21,Delivered,Delhivery
SHP63530,TXN00058485,2024-03-31,2024-04-09,Delivered,BlueDart
SHP21263,TXN00008098,2024-03-26,2024-03-28,Delivered,BlueDart
SHP65678,TXN00011943,2024-06-02,2024-06-04,Delivered,Delhivery
SHP77450,TXN00074290,2024-02-11,2024-02-18,Delivered,BlueDart
SHP90138,TXN00089150,2024-03-26,2024-03-31,Delivered,Delhivery
SHP76773,TXN00087499,2024-05-13,2024-05-15,Delivered,Delhivery
SHP82728,TXN00036580,2024-02-25,2024-02-27,Delivered,EcomExpress
SHP71790,TXN00011052,2024-04-20,2024-04-29,Delivered,BlueDart
SHP66672,TXN00071664,2024-04-01,2024-04-11,Delivered,Delhivery
SHP71992,TXN00035092,2024-05-10,2024-05-18,Delivered,Shadowfax
SHP37696,TXN00024494,2024-02-10,2024-02-16,Delivered,Shadowfax
SHP12553,TXN00011120,2024-05-09,2024-05-14,Delivered,EcomExpress
SHP35724,TXN00033557,2024-03-14,2024-03-21,Delivered,Shadowfax
SHP98465,TXN00037778,2024-05-13,2024-05-15,Delivered,BlueDart
SHP12018,TXN00040328,2024-03-21,2024-03-30,Delivered,Shadowfax
SHP44689,TXN00030666,2024-01-31,2024-02-03,Delivered,EcomExpress
SHP74358,TXN00038620,2024-05-08,2024-05-18,Delivered,Shadowfax
SHP39772,TXN00037093,2024-03-26,2024-04-04,Delivered,Shadowfax
SHP29132,TXN00057025,2024-03-28,2024-04-05,Delivered,BlueDart
SHP73179,TXN00031393,2024-06-23,2024-06-24,Delivered,Delhivery
SHP94333,TXN00096486,2024-05-24,2024-05-30,Delivered,BlueDart
SHP27890,TXN00041446,2024-05-18,2024-05-27,Delivered,Shadowfax
SHP86307,TXN00047600,2024-02-14,2024-02-17,Delivered,EcomExpress
SHP38261,TXN00053557,2024-01-17,2024-01-26,Delivered,Shadowfax
SHP22110,TXN00015467,2024-04-16,2024-04-21,Delivered,BlueDart
SHP25082,TXN00048044,2024-05-25,2024-05-29,Delivered,Delhivery
SHP57801,TXN00078277,2024-03-17,2024-03-24,Delivered,Delhivery
SHP48712,TXN00000857,2024-03-29,2024-04-04,Delivered,EcomExpress
SHP21218,TXN00044190,2024-02-13,2024-02-18,Delivered,EcomExpress
SHP34932,TXN00060584,2024-05-23,2024-05-26,Delivered,EcomExpress
SHP17766,TXN00035495,2024-06-17,2024-06-22,Delivered,EcomExpress
SHP53998,TXN00048941,2024-04-01,2024-04-02,Delivered,Shadowfax
SHP79588,TXN00031219,2024-03-13,2024-03-23,Delivered,EcomExpress
SHP29433,TXN00070923,2024-02-24,2024-03-03,Delivered,BlueDart
SHP30669,TXN00096594,2024-04-28,2024-04-30,Delivered,Delhivery
SHP49493,TXN00056947,2024-05-26,2024-05-29,Delivered,EcomExpress
SHP93381,TXN00005028,2024-05-05,2024-05-07,Delivered,Shadowfax
SHP76605,TXN00070291,2024-04-05,2024-04-07,Delivered,Shadowfax
SHP19714,TXN00025840,2024-05-30,2024-05-31,Delivered,Shadowfax
SHP59402,TXN00037095,2024-04-21,2024-04-30,Delivered,EcomExpress
SHP93588,TXN00006391,2024-03-24,2024-04-01,Delivered,BlueDart
SHP40532,TXN00038318,2024-01-06,2024-01-09,Delivered,Shadowfax
SHP71027,TXN00060189,2024-05-31,2024-06-07,Delivered,Delhivery
SHP26834,TXN00047727,2024-04-24,2024-04-25,Delivered,Shadowfax
SHP18060,TXN00027415,2024-01-08,2024-01-09,Delivered,BlueDart
SHP16420,TXN00098569,2024-02-18,2024-02-25,Delivered,Delhivery
SHP76778,TXN00056074,2024-03-08,2024-03-09,Delivered,Delhivery
SHP79304,TXN00087532,2024-02-12,2024-02-15,Delivered,Shadowfax
SHP87192,TXN00030469,2024-06-15,2024-06-20,Delivered,Shadowfax
SHP55158,TXN00028445,2024-03-21,2024-03-27,Delivered,BlueDart
SHP91926,TXN00033337,2024-06-15,2024-06-18,Delivered,BlueDart
SHP34512,TXN00026048,2024-02-23,2024-02-28,Delivered,EcomExpress
SHP44704,TXN00061278,2024-05-20,2024-05-27,Delivered,Shadowfax
SHP74314,TXN00063153,2024-03-12,2024-03-14,Delivered,Delhivery
SHP90075,TXN00037674,2024-04-19,2024-04-28,Delivered,Delhivery
SHP13126,TXN00014486,2024-01-10,2024-01-15,Delivered,Shadowfax
SHP57865,TXN00050824,2024-06-09,2024-06-13,Delivered,EcomExpress
SHP83430,TXN00017355,2024-03-22,2024-03-31,Delivered,Delhivery
SHP78938,TXN00088156,2024-05-24,2024-06-01,Delivered,Delhivery
SHP10959,TXN00075577,2024-03-22,2024-03-29,Delivered,Shadowfax
SHP51423,TXN00067717,2024-06-19,2024-06-27,Delivered,BlueDart
SHP48974,TXN00058457,2024-03-04,2024-03-11,Delivered,EcomExpress
SHP40664,TXN00082482,2024-07-01,2024-07-05,Delivered,Shadowfax
SHP77252,TXN00016758,2024-04-03,2024-04-07,Delivered,BlueDart
SHP77697,TXN00012775,2024-03-24,2024-04-03,Delivered,BlueDart
SHP52512,TXN00025550,2024-02-24,2024-02-26,Delivered,EcomExpress
SHP97562,TXN00003634,2024-01-21,2024-01-26,Delivered,BlueDart
SHP47169,TXN00049423,2024-02-24,2024-02-25,Delivered,BlueDart
SHP95854,TXN00071684,2024-05-27,2024-06-01,Delivered,EcomExpress
SHP38121,TXN00002057,2024-03-24,2024-04-01,Delivered,EcomExpress
SHP90386,TXN00038605,2024-04-27,2024-04-30,Delivered,Delhivery
SHP58140,TXN00097489,2024-02-22,2024-02-25,Delivered,Delhivery
SHP99561,TXN00085510,2024-03-11,2024-03-15,Delivered,EcomExpress
SHP81619,TXN00093208,2024-04-09,2024-04-18,Delivered,BlueDart
SHP41859,TXN00074263,2024-03-12,2024-03-14,Delivered,BlueDart
SHP72491,TXN00002629,2024-03-22,2024-03-31,Delivered,Shadowfax
SHP59514,TXN00024007,2024-03-27,2024-04-04,Delivered,EcomExpress
SHP22536,TXN00013459,2024-03-01,2024-03-09,Delivered,EcomExpress
SHP94302,TXN00097817,2024-06-13,2024-06-14,Delivered,EcomExpress
SHP23227,TXN00023506,2024-06-26,2024-06-29,Delivered,Delhivery
SHP71525,TXN00082098,2024-05-21,2024-05-30,Delivered,Shadowfax
SHP50894,TXN00088691,2024-01-23,2024-01-27,Delivered,Delhivery
SHP21100,TXN00083398,2024-03-04,2024-03-05,Delivered,EcomExpress
SHP40644,TXN00054623,2024-05-10,2024-05-17,Delivered,Shadowfax
SHP18917,TXN00026470,2024-06-05,2024-06-12,Delivered,Delhivery
SHP12414,TXN00016558,2024-05-24,2024-05-25,Delivered,EcomExpress
SHP79872,TXN00062974,2024-06-16,2024-06-22,Delivered,Delhivery
SHP86769,TXN00070255,2024-03-02,2024-03-08,Delivered,Delhivery
SHP33164,TXN00016030,2024-03-28,2024-04-04,Delivered,BlueDart
SHP61529,TXN00010980,2024-04-28,2024-05-01,Delivered,BlueDart
SHP26115,TXN00008416,2024-05-16,2024-05-26,Delivered,EcomExpress
SHP63671,TXN00066069,2024-06-03,2024-06-11,Delivered,BlueDart
SHP37999,TXN00030727,2024-01-22,2024-01-27,Delivered,EcomExpress
SHP70982,TXN00081158,2024-03-26,2024-04-01,Delivered,BlueDart
SHP69928,TXN00039962,2024-02-01,2024-02-03,Delivered,Delhivery
SHP70785,TXN00048973,2024-03-28,2024-04-02,Delivered,Delhivery
SHP30169,TXN00042657,2024-02-14,2024-02-16,Delivered,EcomExpress
SHP18443,TXN00060354,2024-03-21,2024-03-23,Delivered,Delhivery
SHP69174,TXN00071230,2024-03-13,2024-03-23,Delivered,Delhivery
SHP98620,TXN00060276,2024-03-04,2024-03-07,Delivered,EcomExpress
SHP84544,TXN00075240,2024-03-31,2024-04-10,Delivered,Shadowfax
SHP87224,TXN00060275,2024-02-17,2024-02-22,Delivered,Shadowfax
SHP41965,TXN00003423,2024-01-10,2024-01-20,Delivered,EcomExpress
SHP85023,TXN00028607,2024-05-13,2024-05-16,Delivered,Delhivery
SHP49952,TXN00067273,2024-01-27,2024-01-28,Delivered,Shadowfax
SHP11154,TXN00010449,2024-06-30,2024-07-07,Delivered,BlueDart
SHP77458,TXN00051510,2024-05-22,2024-05-30,Delivered,EcomExpress
SHP83966,TXN00039521,2024-04-28,2024-05-06,Delivered,BlueDart
SHP28881,TXN00057010,2024-01-25,2024-01-28,Delivered,BlueDart
SHP49298,TXN00063896,2024-03-28,2024-03-29,Delivered,EcomExpress
SHP46195,TXN00091990,2024-03-29,2024-04-03,Delivered,Delhivery
SHP45543,TXN00073589,2024-01-24,2024-01-28,Delivered,EcomExpress
SHP53718,TXN00050746,2024-06-23,2024-07-01,Delivered,Delhivery
SHP17458,TXN00022125,2024-01-19,2024-01-25,Delivered,Delhivery
SHP77203,TXN00055929,2024-05-03,2024-05-10,Delivered,Delhivery
SHP94762,TXN00032036,2024-02-26,2024-02-27,Delivered,EcomExpress
SHP89153,TXN00042159,2024-04-14,2024-04-21,Delivered,Shadowfax
SHP78558,TXN00007655,2024-05-11,2024-05-19,Delivered,BlueDart
SHP16495,TXN00001674,2024-05-19,2024-05-26,Delivered,Delhivery
SHP49854,TXN00063418,2024-02-04,2024-02-12,Delivered,BlueDart
SHP81528,TXN00095275,2024-02-10,2024-02-12,Delivered,Delhivery
SHP66208,TXN00018887,2024-05-07,2024-05-15,Delivered,Delhivery
SHP10972,TXN00094399,2024-04-05,2024-04-15,Delivered,BlueDart
SHP31893,TXN00002934,2024-05-02,2024-05-07,Delivered,Shadowfax
SHP93357,TXN00083492,2024-03-21,2024-03-26,Delivered,Delhivery
SHP97742,TXN00089161,2024-05-01,2024-05-11,Delivered,Shadowfax
SHP37373,TXN00070677,2024-03-28,2024-03-31,Delivered,EcomExpress
SHP92228,TXN00015933,2024-01-07,2024-01-15,Delivered,BlueDart
SHP61701,TXN00082624,2024-03-02,2024-03-03,Delivered,BlueDart
SHP95252,TXN00053260,2024-07-01,2024-07-07,Delivered,BlueDart
SHP94922,TXN00007584,2024-04-06,2024-04-09,Delivered,EcomExpress
SHP71134,TXN00026718,2024-03-24,2024-03-31,Delivered,Shadowfax
SHP16765,TXN00005707,2024-01-23,2024-01-28,Delivered,Shadowfax
SHP45285,TXN00061756,2024-03-31,2024-04-10,Delivered,EcomExpress
SHP82890,TXN00067347,2024-04-07,2024-04-14,Delivered,Delhivery
SHP42790,TXN00064996,2024-03-22,2024-03-24,Delivered,EcomExpress
SHP17752,TXN00001935,2024-05-22,2024-06-01,Delivered,Delhivery
SHP16275,TXN00050325,2024-03-26,2024-04-01,Delivered,EcomExpress
SHP63680,TXN00049047,2024-05-30,2024-06-06,Delivered,Delhivery
SHP34361,TXN00052587,2024-06-21,2024-06-29,Delivered,EcomExpress
SHP90640,TXN00054734,2024-02-01,2024-02-10,Delivered,Delhivery
SHP95817,TXN00054108,2024-03-10,2024-03-15,Delivered,EcomExpress
SHP27380,TXN00085926,2024-02-05,2024-02-12,Delivered,Delhivery
SHP68440,TXN00016400,2024-04-11,2024-04-12,Delivered,EcomExpress
SHP82010,TXN00026682,2024-02-29,2024-03-04,Delivered,BlueDart
SHP25568,TXN00036259,2024-05-07,2024-05-16,Delivered,EcomExpress
SHP86117,TXN00046409,2024-03-21,2024-03-26,Delivered,BlueDart
SHP15185,TXN00069750,2024-04-25,2024-05-04,Delivered,BlueDart
SHP50725,TXN00013610,2024-04-08,2024-04-17,Delivered,Shadowfax
SHP81878,TXN00094728,2024-02-19,2024-02-21,Delivered,Delhivery
SHP23445,TXN00090231,2024-04-07,2024-04-08,Delivered,Delhivery
SHP77655,TXN00004995,2024-06-10,2024-06-11,Delivered,BlueDart
SHP21902,TXN00048110,2024-06-08,2024-06-15,Delivered,EcomExpress
SHP74962,TXN00020262,2024-04-04,2024-04-11,Delivered,BlueDart
SHP44304,TXN00054156,2024-04-18,2024-04-25,Delivered,Delhivery
SHP44891,TXN00064297,2024-02-25,2024-02-27,Delivered,Delhivery
SHP48910,TXN00052110,2024-05-15,2024-05-18,Delivered,BlueDart
SHP36002,TXN00061361,2024-03-17,2024-03-26,Delivered,Shadowfax
SHP84014,TXN00010062,2024-04-11,2024-04-20,Delivered,Delhivery
SHP61336,TXN00093074,2024-04-28,2024-05-04,Delivered,BlueDart
SHP75450,TXN00000655,2024-01-28,2024-02-06,Delivered,Shadowfax
SHP54890,TXN00024747,2024-05-13,2024-05-19,Delivered,BlueDart
SHP19209,TXN00093830,2024-04-15,2024-04-20,Delivered,Delhivery
SHP42653,TXN00004763,2024-02-23,2024-02-26,Delivered,Delhivery
SHP32468,TXN00077214,2024-03-27,2024-04-03,Delivered,BlueDart
SHP12982,TXN00077925,2024-05-11,2024-05-18,Delivered,EcomExpress
SHP79632,TXN00038196,2024-03-12,2024-03-16,Delivered,BlueDart
SHP34216,TXN00071410,2024-04-24,2024-04-29,Delivered,BlueDart
SHP36834,TXN00081291,2024-04-05,2024-04-10,Delivered,Shadowfax
SHP52693,TXN00038804,2024-04-13,2024-04-14,Delivered,EcomExpress
SHP83622,TXN00055526,2024-03-28,2024-04-03,Delivered,BlueDart
SHP59340,TXN00067917,2024-01-29,2024-02-02,Delivered,BlueDart
SHP50077,TXN00074253,2024-05-01,2024-05-07,Delivered,BlueDart
SHP18715,TXN00040751,2024-03-31,2024-04-09,Delivered,BlueDart
SHP79164,TXN00034979,2024-06-28,2024-07-02,Delivered,EcomExpress
SHP60015,TXN00050021,2024-05-06,2024-05-08,Delivered,EcomExpress
SHP31566,TXN00088429,2024-05-17,2024-05-23,Delivered,EcomExpress
SHP43629,TXN00022833,2024-04-21,2024-04-23,Delivered,Shadowfax
SHP61307,TXN00054313,2024-05-06,2024-05-16,Delivered,Delhivery
SHP81134,TXN00006960,2024-04-06,2024-04-07,Delivered,BlueDart
SHP63781,TXN00056210,2024-01-03,2024-01-07,Delivered,BlueDart
SHP93821,TXN00071594,2024-05-12,2024-05-14,Delivered,BlueDart
SHP49202,TXN00096023,2024-03-17,2024-03-20,Delivered,Delhivery
SHP92329,TXN00047549,2024-03-31,2024-04-08,Delivered,Shadowfax
SHP94539,TXN00052700,2024-06-15,2024-06-24,Delivered,EcomExpress
