session_id,timestamp,event_type,product_id,user_id,device
SES207063,2024-05-08 16:03:00,add_to_cart,P0137,U6284,Mobile
SES960019,2024-06-25 01:36:00,view_item,,U3597,Tablet
SES654642,2024-06-21 05:56:00,view_item,P0419,U1214,Desktop
SES695156,2024-05-27 01:16:00,view_item,P0179,,Tablet
SES592828,2024-05-10 09:56:00,add_to_cart,P0003,U9987,Tablet
SES121685,2024-06-08 05:47:00,view_item,P0434,U3827,Tablet
SES995957,2024-03-04 13:57:00,add_to_cart,P0185,,Tablet
SES406922,2024-04-13 13:32:00,search,P0224,,Tablet
SES322928,2024-02-26 16:10:00,view_item,P0210,,Desktop
SES583377,2024-02-20 07:40:00,add_to_cart,P0463,,Tablet
SES671653,2024-04-07 20:04:00,view_item,P0416,,Tablet
SES404557,2024-05-18 11:51:00,search,P0241,,Desktop
SES737186,2024-06-01 21:06:00,view_item,P0201,U1482,Mobile
SES326016,2024-05-13 14:34:00,view_item,P0251,U9730,Tablet
SES822084,2024-02-19 00:08:00,view_item,P0225,,Desktop
SES265929,2024-03-26 19:22:00,view_item,P0473,,Tablet
SES464326,2024-01-17 03:04:00,view_item,P0029,U9659,Mobile
SES790916,2024-01-20 17:36:00,search,P0224,,Mobile
SES270859,2024-04-09 01:23:00,add_to_cart,P0111,,Mobile
SES364393,2024-02-21 19:28:00,view_item,P0145,,Mobile
SES614922,2024-03-06 05:33:00,view_item,P0467,U7170,Desktop
SES476163,2024-04-09 07:47:00,remove_from_cart,P0468,U1389,Tablet
SES729350,2024-04-15 20:29:00,add_to_cart,P0401,,Mobile
SES123467,2024-06-03 12:33:00,view_item,P0093,,Mobile
SES117429,2024-02-06 08:33:00,add_to_cart,P0446,U7818,Desktop
SES268654,2024-01-14 17:45:00,search,P0336,U3292,Desktop
SES673734,2024-05-11 07:00:00,view_item,P0123,,Mobile
SES779811,2024-04-09 11:18:00,add_to_cart,P0084,U273,Tablet
SES152202,2024-05-16 12:46:00,add_to_cart,P0091,U5969,Tablet
SES936476,2024-02-01 17:51:00,search,,U94,Mobile
SES781264,2024-01-30 12:40:00,add_to_cart,P0266,,Desktop
SES557428,2024-04-01 16:58:00,view_item,P0316,,Mobile
SES837777,2024-03-25 11:30:00,view_item,P0455,U9325,Desktop
SES377603,2024-04-04 11:25:00,remove_from_cart,P0292,,Mobile
SES272781,2024-05-13 10:47:00,search,P0080,,Desktop
SES380294,2024-05-31 07:07:00,view_item,,U2471,Tablet
SES750736,2024-06-14 13:13:00,search,P0440,,Desktop
SES411776,2024-01-05 15:48:00,view_item,P0464,,Tablet
SES549081,2024-06-07 04:51:00,search,P0028,U6699,Mobile
SES467916,2024-01-30 01:04:00,add_to_cart,P0473,U9634,Mobile
SES168495,2024-01-17 12:51:00,view_item,P0009,U3791,Mobile
SES463657,2024-03-26 13:25:00,view_item,P0300,,Mobile
SES867186,2024-04-17 08:49:00,view_item,P0267,U5261,Mobile
SES521854,2024-03-16 19:02:00,add_to_cart,P0239,,Desktop
SES549019,2024-05-04 20:14:00,view_item,,,Mobile
SES362389,2024-04-01 04:02:00,view_item,P0120,,Desktop
SES420542,2024-06-17 21:08:00,search,P0151,,Tablet
SES870114,2024-01-28 07:35:00,add_to_cart,P0241,,Desktop
SES529217,2024-02-14 03:52:00,purchase,,U560,Mobile
SES639685,2024-03-30 10:53:00,add_to_cart,P0398,U9936,Desktop
SES795011,2024-02-11 17:03:00,search,P0464,,Mobile
SES456941,2024-03-03 20:54:00,search,,U7911,Desktop
SES836445,2024-02-16 01:27:00,view_item,P0094,,Mobile
SES112549,2024-01-08 03:03:00,search,P0279,U5286,Mobile
SES502709,2024-03-22 14:31:00,search,P0451,,Tablet
SES385388,2024-04-09 14:34:00,view_item,P0019,,Tablet
SES690591,2024-02-10 00:23:00,view_item,P0370,,Tablet
SES181153,2024-04-10 22:11:00,view_item,P0147,,Mobile
SES832766,2024-05-06 01:18:00,view_item,P0113,,Mobile
SES621862,2024-03-23 19:58:00,remove_from_cart,P0104,,Tablet
SES403728,2024-04-28 07:31:00,add_to_cart,P0469,U6127,Desktop
SES505234,2024-04-23 11:48:00,view_item,,U1431,Desktop
SES265727,2024-04-12 09:25:00,search,,,Desktop
SES299274,2024-05-17 22:47:00,search,P0349,U4247,Tablet
SES503740,2024-02-23 15:09:00,view_item,,U885,Tablet
SES560812,2024-06-11 01:29:00,view_item,P0366,U7412,Mobile
SES106117,2024-04-10 13:53:00,view_item,P0116,,Tablet
SES918406,2024-04-28 03:57:00,view_item,P0051,U4892,Tablet
SES423814,2024-03-25 19:27:00,view_item,P0164,,Desktop
SES254690,2024-06-13 01:18:00,purchase,P0472,U174,Mobile
SES705663,2024-06-03 22:39:00,view_item,,U9241,Desktop
SES874049,2024-06-03 00:26:00,view_item,P0495,,Desktop
SES221766,2024-01-21 17:20:00,purchase,P0135,,Mobile
SES739140,2024-01-25 17:45:00,add_to_cart,P0296,U9646,Tablet
SES868360,2024-04-12 15:06:00,view_item,P0142,,Tablet
SES223586,2024-01-07 05:31:00,view_item,P0488,U7234,Desktop
SES134792,2024-03-18 14:42:00,search,P0495,U4385,Mobile
SES271613,2024-06-18 15:31:00,view_item,,U7752,Mobile
SES374138,2024-03-04 12:52:00,add_to_cart,P0389,U8187,Tablet
SES556593,2024-02-25 05:44:00,view_item,,,Tablet
SES307896,2024-05-20 18:43:00,view_item,P0031,,Tablet
SES843949,2024-05-25 02:43:00,remove_from_cart,P0423,,Tablet
SES960230,2024-02-12 00:42:00,view_item,P0292,,Tablet
SES423459,2024-02-12 09:09:00,search,P0433,,Desktop
SES552569,2024-04-28 14:33:00,search,P0074,,Tablet
SES160164,2024-01-27 21:10:00,view_item,P0375,U9242,Desktop
SES642343,2024-04-14 23:08:00,view_item,P0245,U5734,Mobile
SES866032,2024-04-10 09:35:00,view_item,P0303,,Mobile
SES218886,2024-04-23 19:01:00,view_item,P0374,,Tablet
SES319343,2024-02-10 17:09:00,add_to_cart,P0140,U9454,Mobile
SES546740,2024-04-19 13:59:00,view_item,P0309,U3858,Mobile
SES479789,2024-01-30 18:41:00,search,P0432,U5424,Desktop
SES723804,2024-01-14 10:35:00,view_item,,,Desktop
SES444930,2024-05-05 01:55:00,view_item,P0175,,Mobile
SES724737,2024-05-23 06:21:00,view_item,P0210,,Tablet
SES683575,2024-05-25 08:54:00,view_item,,,Tablet
SES178645,2024-06-22 16:36:00,search,P0195,U8152,Tablet
SES500988,2024-04-20 19:01:00,add_to_cart,P0307,,Desktop
SES876483,2024-06-01 04:19:00,view_item,,,Mobile
SES667749,2024-05-08 06:45:00,view_item,P0211,U796,Desktop
SES355377,2024-05-03 10:53:00,view_item,P0000,U6750,Tablet
SES616869,2024-04-08 12:44:00,view_item,,,Desktop
SES790081,2024-05-01 14:51:00,remove_from_cart,P0379,,Mobile
SES203818,2024-03-20 02:08:00,purchase,,,Desktop
SES148287,2024-05-24 05:23:00,search,P0177,,Tablet
SES239543,2024-02-04 10:31:00,view_item,P0021,U8370,Tablet
SES953164,2024-02-20 13:42:00,search,P0233,,Desktop
SES351558,2024-04-08 03:04:00,remove_from_cart,P0208,,Tablet
SES830296,2024-03-26 13:52:00,add_to_cart,P0123,U296,Tablet
SES644074,2024-06-28 10:00:00,search,P0092,,Tablet
SES667735,2024-03-10 07:18:00,search,P0130,,Desktop
SES751962,2024-04-02 14:22:00,view_item,P0234,U5282,Mobile
SES448977,2024-02-06 06:14:00,view_item,P0086,U5757,Mobile
SES190253,2024-02-06 02:01:00,remove_from_cart,P0282,U1512,Mobile
SES231198,2024-02-07 22:18:00,view_item,P0255,U5466,Mobile
SES661587,2024-03-28 11:54:00,remove_from_cart,,,Desktop
SES117256,2024-03-03 10:49:00,search,P0283,,Mobile
SES328982,2024-01-03 19:16:00,view_item,P0022,U2532,Tablet
SES275378,2024-02-12 18:39:00,view_item,P0121,U1234,Desktop
SES638444,2024-04-12 14:26:00,remove_from_cart,P0378,,Mobile
SES766660,2024-06-16 06:25:00,add_to_cart,P0130,U5779,Tablet
SES329075,2024-06-03 01:50:00,search,P0394,U9822,Mobile
SES171641,2024-01-28 08:45:00,remove_from_cart,,U39,Tablet
SES461886,2024-03-30 03:45:00,remove_from_cart,P0338,,Tablet
SES867190,2024-01-13 23:53:00,view_item,P0346,U6384,Desktop
SES889770,2024-04-09 00:26:00,view_item,P0018,,Desktop
SES434521,2024-03-16 05:18:00,search,P0395,,Mobile
SES921383,2024-04-06 06:14:00,view_item,P0405,,Mobile
SES600489,2024-04-28 00:13:00,purchase,P0463,U5200,Mobile
SES736465,2024-03-31 11:44:00,view_item,P0114,U9360,Tablet
SES284556,2024-01-07 01:06:00,add_to_cart,P0490,,Desktop
SES471689,2024-05-15 07:21:00,search,P0409,,Tablet
SES453535,2024-03-29 05:25:00,add_to_cart,,,Desktop
SES284681,2024-06-28 01:10:00,view_item,P0386,,Mobile
SES410143,2024-02-03 20:52:00,add_to_cart,,,Tablet
SES149394,2024-05-04 04:08:00,view_item,,U187,Desktop
SES125450,2024-02-02 20:57:00,add_to_cart,,U9706,Tablet
SES884943,2024-04-21 16:40:00,view_item,P0399,,Tablet
SES711630,2024-02-04 17:26:00,add_to_cart,P0232,,Mobile
SES365812,2024-03-23 13:13:00,search,P0475,U5181,Tablet
SES408460,2024-06-08 16:09:00,view_item,P0095,,Mobile
SES885008,2024-06-18 04:27:00,add_to_cart,,,Desktop
SES878103,2024-03-21 16:09:00,add_to_cart,P0205,U3540,Tablet
SES601345,2024-05-19 19:03:00,view_item,P0321,,Tablet
SES148184,2024-05-16 21:16:00,add_to_cart,P0093,,Mobile
SES659946,2024-06-02 18:20:00,view_item,P0216,,Desktop
SES300334,2024-05-26 14:56:00,view_item,,,Desktop
SES872625,2024-04-12 03:35:00,view_item,P0023,U7632,Tablet
SES629975,2024-01-09 00:17:00,view_item,P0260,U4816,Desktop
SES235776,2024-06-02 06:32:00,view_item,P0344,U3963,Desktop
SES495761,2024-04-13 22:54:00,remove_from_cart,P0165,,Tablet
SES671348,2024-03-17 08:16:00,add_to_cart,P0241,U5457,Desktop
SES648795,2024-06-15 19:00:00,search,,,Desktop
SES361807,2024-01-02 02:50:00,search,P0276,,Tablet
SES215010,2024-03-23 12:57:00,add_to_cart,P0153,,Tablet
SES930972,2024-06-11 13:34:00,purchase,P0414,,Tablet
SES259136,2024-01-04 11:04:00,view_item,P0131,U9347,Mobile
SES298409,2024-03-20 00:44:00,search,P0140,,Tablet
SES876950,2024-03-30 11:35:00,view_item,P0285,U4410,Desktop
SES749202,2024-06-30 08:44:00,view_item,P0270,U7662,Desktop
SES878121,2024-06-24 02:42:00,add_to_cart,,,Tablet
SES798022,2024-03-09 21:09:00,remove_from_cart,P0188,,Desktop
SES924027,2024-02-05 18:10:00,view_item,P0177,,Mobile
SES456589,2024-01-08 15:58:00,search,,,Tablet
SES796313,2024-04-24 20:32:00,remove_from_cart,P0083,U2246,Mobile
SES566559,2024-04-07 13:59:00,view_item,P0455,,Desktop
SES470181,2024-06-05 23:32:00,view_item,P0444,U1337,Mobile
SES927556,2024-05-31 01:58:00,search,P0071,,Tablet
SES177818,2024-04-28 04:58:00,view_item,P0431,U9944,Tablet
SES591284,2024-05-19 20:21:00,remove_from_cart,P0208,U4372,Mobile
SES600597,2024-06-26 00:06:00,add_to_cart,P0144,,Mobile
SES157220,2024-03-21 10:25:00,view_item,,,Desktop
SES810594,2024-06-11 00:02:00,add_to_cart,,U7805,Tablet
SES100140,2024-01-30 16:32:00,purchase,P0070,,Tablet
SES756601,2024-04-06 15:21:00,view_item,P0084,U5257,Desktop
SES563155,2024-04-15 23:22:00,view_item,P0164,U5450,Tablet
SES930647,2024-02-09 12:22:00,add_to_cart,P0018,,Tablet
SES568014,2024-03-17 16:41:00,remove_from_cart,P0461,,Tablet
SES401023,2024-02-22 17:19:00,add_to_cart,P0388,,Tablet
SES672766,2024-06-14 13:01:00,view_item,P0285,U6259,Mobile
SES209976,2024-02-09 23:03:00,search,,,Desktop
SES778942,2024-06-30 04:48:00,view_item,P0309,,Desktop
SES397279,2024-03-30 10:18:00,search,P0197,U9824,Tablet
SES534840,2024-04-05 15:35:00,view_item,P0263,,Tablet
SES709737,2024-01-12 07:31:00,view_item,P0392,,Tablet
SES509028,2024-05-03 21:26:00,search,,,Desktop
SES269771,2024-04-22 22:59:00,search,P0047,,Tablet
SES777882,2024-03-18 18:01:00,view_item,P0343,U8473,Mobile
SES563135,2024-06-30 14:06:00,add_to_cart,P0316,,Desktop
SES281492,2024-03-09 04:47:00,remove_from_cart,P0488,U2231,Mobile
SES578501,2024-03-12 20:19:00,view_item,P0467,,Tablet
SES856671,2024-03-11 06:11:00,search,,,Desktop
SES130556,2024-05-05 02:57:00,view_item,P0164,,Desktop
SES857992,2024-03-29 01:57:00,view_item,P0376,,Tablet
SES413407,2024-02-15 18:43:00,view_item,P0035,U8055,Mobile
SES393713,2024-03-30 16:58:00,remove_from_cart,P0436,U8172,Tablet
SES687610,2024-01-05 23:41:00,view_item,P0285,U2168,Desktop
SES270175,2024-05-31 07:30:00,remove_from_cart,P0202,,Mobile
SES683848,2024-01-28 01:06:00,view_item,P0105,,Desktop
SES931087,2024-02-10 08:51:00,remove_from_cart,P0255,,Desktop
SES275777,2024-02-25 12:12:00,add_to_cart,,,Tablet
SES658988,2024-03-28 15:26:00,add_to_cart,P0135,,Mobile
SES427676,2024-01-21 06:49:00,add_to_cart,P0344,U984,Tablet
SES963706,2024-02-28 21:56:00,add_to_cart,P0335,,Mobile
SES294185,2024-06-20 10:28:00,add_to_cart,P0109,,Mobile
SES500919,2024-06-23 17:41:00,view_item,P0248,,Tablet
SES881453,2024-03-01 06:16:00,view_item,P0480,,Mobile
SES998836,2024-02-18 13:30:00,view_item,P0455,,Mobile
SES126861,2024-03-10 05:26:00,view_item,P0308,,Desktop
SES652163,2024-02-25 20:29:00,view_item,P0341,U4817,Desktop
SES578995,2024-02-24 02:28:00,view_item,P0258,,Desktop
SES586253,2024-03-22 19:33:00,view_item,P0117,,Tablet
SES293671,2024-03-15 16:23:00,search,P0007,,Desktop
SES552875,2024-03-21 09:32:00,remove_from_cart,,U557,Mobile
SES136625,2024-06-23 13:46:00,add_to_cart,,U2086,Desktop
SES504589,2024-02-27 20:21:00,add_to_cart,P0072,U8836,Desktop
SES401805,2024-01-19 01:47:00,search,P0051,U3773,Tablet
SES267144,2024-03-27 18:22:00,add_to_cart,P0178,U6642,Desktop
SES819707,2024-04-26 12:23:00,view_item,,,Desktop
SES304568,2024-01-06 03:58:00,view_item,P0038,U842,Desktop
SES863868,2024-05-30 18:42:00,purchase,P0352,,Mobile
SES194360,2024-03-25 14:50:00,view_item,P0026,,Tablet
SES705252,2024-03-09 18:03:00,view_item,,,Tablet
SES878052,2024-06-24 17:48:00,add_to_cart,,,Mobile
SES865474,2024-05-28 16:36:00,view_item,P0023,,Desktop
SES918779,2024-01-20 03:25:00,purchase,P0020,,Desktop
SES790660,2024-04-28 08:27:00,add_to_cart,P0395,,Mobile
SES722307,2024-04-13 02:43:00,add_to_cart,,,Desktop
SES816884,2024-04-12 18:49:00,search,P0346,,Mobile
SES450072,2024-03-23 21:37:00,add_to_cart,P0442,U4148,Mobile
SES791172,2024-01-06 09:48:00,view_item,,,Mobile
SES349679,2024-03-30 22:38:00,search,P0109,,Tablet
SES443290,2024-02-29 06:49:00,view_item,P0399,,Mobile
SES341201,2024-06-07 00:10:00,remove_from_cart,P0376,U4239,Mobile
SES150520,2024-02-01 08:06:00,view_item,P0371,,Desktop
SES633371,2024-05-17 04:55:00,search,P0101,U8903,Mobile
SES906952,2024-02-15 02:14:00,remove_from_cart,P0308,,Desktop
SES734530,2024-04-10 14:22:00,view_item,,U9060,Desktop
SES463516,2024-01-27 09:29:00,search,P0298,U3157,Mobile
SES367857,2024-04-19 01:38:00,view_item,P0303,,Tablet
SES314538,2024-05-11 02:23:00,view_item,P0265,,Tablet
SES794383,2024-06-15 21:06:00,search,P0418,,Desktop
SES739333,2024-03-21 13:40:00,view_item,,U5793,Mobile
SES754149,2024-04-03 09:15:00,search,P0469,U8010,Tablet
SES726847,2024-03-17 15:36:00,view_item,P0369,,Mobile
SES213245,2024-05-05 15:50:00,view_item,,,Tablet
SES618764,2024-02-26 22:40:00,view_item,P0499,U7651,Mobile
SES133748,2024-05-05 04:10:00,view_item,P0296,U2500,Mobile
SES235455,2024-03-29 18:48:00,view_item,P0333,U7960,Tablet
SES456677,2024-06-09 00:22:00,view_item,P0001,,Desktop
SES136890,2024-03-27 04:06:00,remove_from_cart,P0180,,Tablet
SES939866,2024-05-27 01:24:00,view_item,P0330,,Mobile
SES768304,2024-06-14 04:42:00,view_item,P0217,,Mobile
SES651025,2024-01-22 08:08:00,remove_from_cart,P0088,U8998,Mobile
SES105746,2024-01-03 17:02:00,add_to_cart,P0223,U9634,Mobile
SES974054,2024-05-07 14:20:00,view_item,P0140,,Tablet
SES257824,2024-04-28 21:08:00,purchase,,U9821,Mobile
SES364893,2024-05-11 08:11:00,view_item,P0371,,Tablet
SES798250,2024-05-26 02:02:00,view_item,,,Desktop
SES643475,2024-06-27 19:49:00,view_item,,,Desktop
SES930294,2024-03-10 03:43:00,view_item,P0143,,Mobile
SES895485,2024-05-30 08:47:00,view_item,P0137,,Tablet
SES563633,2024-02-06 05:21:00,view_item,,,Tablet
SES145916,2024-03-28 18:40:00,view_item,P0335,,Mobile
SES138834,2024-03-21 10:24:00,purchase,P0154,U4992,Desktop
SES110767,2024-02-16 10:48:00,view_item,P0490,,Desktop
SES176177,2024-03-29 02:56:00,remove_from_cart,P0497,U9913,Mobile
SES388888,2024-03-05 00:16:00,purchase,P0094,U4128,Mobile
SES673847,2024-05-02 23:09:00,view_item,P0371,,Mobile
SES112475,2024-02-28 04:17:00,search,P0445,U8620,Mobile
SES274552,2024-01-23 16:35:00,view_item,P0187,U6634,Mobile
SES948441,2024-06-03 00:46:00,remove_from_cart,P0314,U6558,Tablet
SES231690,2024-03-19 16:32:00,view_item,,U7284,Tablet
SES176080,2024-03-04 10:20:00,view_item,P0040,U24,Desktop
SES354558,2024-05-01 14:38:00,view_item,,,Tablet
SES607262,2024-01-29 13:41:00,purchase,P0242,U7041,Tablet
SES708474,2024-04-05 20:14:00,remove_from_cart,P0028,,Desktop
SES830092,2024-06-13 11:24:00,add_to_cart,P0466,U7533,Mobile
SES653182,2024-02-04 02:03:00,add_to_cart,P0174,,Desktop
SES456476,2024-01-26 03:17:00,view_item,,,Desktop
SES235502,2024-02-21 21:21:00,remove_from_cart,P0205,U1583,Desktop
SES581527,2024-05-11 12:08:00,search,P0436,,Tablet
SES797740,2024-05-29 11:37:00,purchase,P0439,U4880,Tablet
SES352924,2024-02-01 02:37:00,view_item,P0240,,Desktop
SES204049,2024-02-26 01:12:00,view_item,P0098,,Tablet
SES861384,2024-05-15 18:50:00,view_item,,,Desktop
SES725853,2024-02-13 16:26:00,view_item,P0409,U3013,Mobile
SES616898,2024-04-14 22:47:00,view_item,P0128,,Tablet
SES983690,2024-03-01 13:55:00,view_item,,U8170,Mobile
SES889320,2024-02-15 19:34:00,add_to_cart,P0353,,Desktop
SES546648,2024-03-22 14:14:00,search,,U2730,Tablet
SES676777,2024-06-08 01:55:00,search,P0457,U7374,Desktop
SES621204,2024-02-22 16:46:00,view_item,P0149,U345,Desktop
SES330673,2024-03-18 23:51:00,view_item,,,Desktop
SES671192,2024-03-13 08:41:00,view_item,P0340,,Mobile
SES734622,2024-01-30 22:43:00,search,P0188,U3492,Desktop
SES421669,2024-01-04 16:46:00,search,P0447,,Mobile
SES540961,2024-02-11 21:50:00,remove_from_cart,P0074,,Desktop
SES649940,2024-03-24 18:01:00,view_item,P0393,,Tablet
SES610217,2024-03-21 16:49:00,view_item,P0483,,Mobile
SES602690,2024-04-25 05:21:00,view_item,,,Desktop
SES853636,2024-05-09 08:19:00,view_item,,U2409,Desktop
SES975516,2024-06-09 09:01:00,view_item,P0383,,Tablet
SES789641,2024-03-22 21:22:00,view_item,,U4981,Mobile
SES942268,2024-03-30 20:17:00,view_item,,,Mobile
SES987924,2024-03-05 07:30:00,view_item,P0312,U8650,Mobile
SES705742,2024-04-15 21:36:00,remove_from_cart,,U6414,Mobile
SES193895,2024-03-28 00:27:00,add_to_cart,P0029,,Mobile
SES467793,2024-01-25 19:43:00,view_item,P0131,,Desktop
SES149356,2024-02-27 21:56:00,search,P0235,,Desktop
SES443504,2024-04-30 21:41:00,search,P0266,U7141,Mobile
SES446169,2024-04-07 15:34:00,view_item,P0310,,Tablet
SES176705,2024-05-04 14:19:00,add_to_cart,P0321,U9947,Tablet
SES413966,2024-03-03 19:26:00,add_to_cart,P0279,U3927,Tablet
SES792618,2024-01-28 01:17:00,view_item,P0158,,Tablet
SES326059,2024-02-01 10:33:00,remove_from_cart,P0259,U5341,Desktop
SES930404,2024-06-26 21:08:00,view_item,,,Tablet
SES510105,2024-05-22 21:04:00,view_item,P0414,,Mobile
SES915272,2024-01-19 05:28:00,remove_from_cart,P0157,,Mobile
SES330128,2024-02-18 03:18:00,add_to_cart,P0153,U84,Desktop
SES539305,2024-02-09 22:38:00,search,P0451,U1818,Desktop
SES867922,2024-01-05 15:43:00,view_item,P0278,,Mobile
SES996478,2024-02-05 15:26:00,add_to_cart,P0350,U913,Tablet
SES488169,2024-06-15 11:17:00,add_to_cart,P0399,,Desktop
SES892825,2024-04-23 21:52:00,search,,,Mobile
SES876833,2024-02-20 20:14:00,remove_from_cart,P0394,U3023,Desktop
SES479313,2024-02-29 01:19:00,purchase,,,Desktop
SES430543,2024-05-22 17:41:00,add_to_cart,,U6403,Desktop
SES582014,2024-03-31 16:39:00,add_to_cart,P0020,U4988,Mobile
SES493510,2024-01-04 11:04:00,remove_from_cart,P0062,,Desktop
SES185866,2024-01-07 09:52:00,view_item,P0116,,Mobile
SES156452,2024-04-09 20:48:00,view_item,P0357,,Tablet
SES394782,2024-05-12 16:18:00,view_item,P0177,U3169,Tablet
SES954238,2024-01-25 11:33:00,view_item,P0014,,Desktop
SES693306,2024-02-11 12:58:00,add_to_cart,P0350,,Tablet
SES529226,2024-04-07 21:47:00,purchase,P0314,U6980,Tablet
SES159787,2024-01-12 07:49:00,view_item,,U2281,Tablet
SES775743,2024-05-23 22:07:00,remove_from_cart,P0297,,Desktop
SES808499,2024-02-13 17:48:00,remove_from_cart,P0360,U9113,Tablet
SES763712,2024-03-27 10:54:00,search,P0362,,Mobile
SES962171,2024-04-04 04:42:00,remove_from_cart,P0066,U7859,Mobile
SES794126,2024-06-09 21:17:00,add_to_cart,P0095,U5294,Mobile
SES379409,2024-03-30 22:49:00,view_item,P0098,U2294,Tablet
SES588456,2024-02-07 03:46:00,view_item,P0295,,Mobile
SES859652,2024-03-23 18:13:00,purchase,P0304,U5776,Desktop
SES134802,2024-01-20 13:37:00,view_item,P0070,,Tablet
SES314569,2024-02-12 01:05:00,view_item,,,Tablet
SES806499,2024-02-13 12:47:00,add_to_cart,,,Mobile
SES488484,2024-01-28 11:55:00,add_to_cart,P0486,,Mobile
SES936998,2024-03-09 16:10:00,purchase,P0157,,Tablet
SES310318,2024-04-07 13:59:00,add_to_cart,P0016,U1787,Desktop
SES290449,2024-02-04 15:31:00,add_to_cart,P0126,U5479,Desktop
SES294018,2024-02-11 10:38:00,search,P0040,,Tablet
SES243665,2024-01-27 18:36:00,view_item,P0159,U9575,Desktop
SES757084,2024-03-30 16:08:00,view_item,P0012,U4954,Tablet
SES519696,2024-04-19 02:55:00,search,,,Tablet
SES718834,2024-02-26 19:37:00,view_item,P0138,,Desktop
SES317728,2024-03-25 22:28:00,view_item,,U8065,Mobile
SES617109,2024-02-03 03:51:00,view_item,P0172,,Mobile
SES711770,2024-03-09 07:23:00,add_to_cart,P0080,,Mobile
SES811075,2024-04-18 15:53:00,view_item,P0313,U4377,Tablet
SES100548,2024-06-03 04:48:00,search,P0221,U650,Tablet
SES562243,2024-03-07 22:21:00,view_item,P0357,U5809,Desktop
SES704744,2024-02-15 20:12:00,view_item,P0039,,Desktop
SES606334,2024-04-26 04:21:00,view_item,,U1655,Tablet
SES158658,2024-02-24 14:53:00,view_item,P0193,U4827,Desktop
SES106387,2024-05-08 11:33:00,remove_from_cart,P0428,,Desktop
SES134486,2024-04-01 22:48:00,view_item,,,Desktop
SES982242,2024-01-23 02:44:00,view_item,P0223,,Desktop
SES420857,2024-03-27 09:41:00,add_to_cart,P0156,,Desktop
SES432704,2024-03-17 03:35:00,view_item,P0380,,Mobile
SES776086,2024-06-21 17:48:00,add_to_cart,P0223,,Tablet
SES369857,2024-06-22 20:00:00,remove_from_cart,,,Desktop
SES762771,2024-03-20 03:03:00,add_to_cart,P0482,,Desktop
SES722436,2024-02-26 09:24:00,add_to_cart,P0120,,Mobile
SES732280,2024-05-26 07:39:00,add_to_cart,P0167,U4803,Desktop
SES443847,2024-04-13 14:28:00,add_to_cart,P0129,U9584,Desktop
SES970328,2024-04-21 01:02:00,add_to_cart,P0450,U7193,Tablet
SES298970,2024-05-18 17:17:00,view_item,,,Tablet
SES664094,2024-02-12 05:51:00,add_to_cart,P0079,U2534,Tablet
SES415978,2024-01-27 18:38:00,view_item,P0368,,Tablet
SES332667,2024-06-15 04:30:00,add_to_cart,,U271,Desktop
SES942609,2024-03-03 08:33:00,search,,,Mobile
SES583577,2024-06-14 23:25:00,add_to_cart,P0374,U393,Mobile
SES273266,2024-03-07 06:13:00,add_to_cart,P0383,,Mobile
SES330314,2024-04-06 17:35:00,view_item,,,Mobile
SES285331,2024-03-31 05:23:00,purchase,,U6729,Desktop
SES811435,2024-01-13 10:05:00,add_to_cart,P0435,U8112,Desktop
SES965925,2024-06-14 08:32:00,search,P0240,,Mobile
SES974906,2024-06-09 17:18:00,remove_from_cart,P0326,,Desktop
SES381037,2024-05-22 19:57:00,remove_from_cart,P0230,U4421,Tablet
SES533467,2024-05-11 10:35:00,add_to_cart,P0410,,Tablet
SES961066,2024-03-23 06:16:00,search,P0478,,Tablet
SES194597,2024-02-03 20:31:00,view_item,,,Desktop
SES166192,2024-02-18 12:57:00,view_item,P0079,,Tablet
SES583697,2024-04-11 03:12:00,view_item,P0189,U6924,Tablet
SES303688,2024-04-05 17:02:00,view_item,P0381,,Desktop
SES766211,2024-05-16 18:12:00,remove_from_cart,P0048,U5815,Tablet
SES250265,2024-05-06 17:10:00,view_item,P0402,U1374,Mobile
SES794462,2024-04-03 00:10:00,view_item,P0197,,Desktop
SES763452,2024-02-17 04:06:00,view_item,P0283,,Mobile
SES135048,2024-01-05 22:06:00,view_item,P0434,,Tablet
SES112392,2024-06-04 10:04:00,view_item,P0318,,Tablet
SES923805,2024-02-19 12:18:00,add_to_cart,P0033,,Desktop
SES868768,2024-03-20 04:11:00,search,,,Tablet
SES547572,2024-03-22 08:36:00,view_item,P0338,,Tablet
SES307074,2024-02-07 04:37:00,add_to_cart,P0284,,Tablet
SES142582,2024-02-17 13:40:00,view_item,P0365,U9893,Desktop
SES914984,2024-02-11 18:37:00,view_item,P0243,U7248,Tablet
SES742144,2024-06-04 09:22:00,add_to_cart,P0150,,Mobile
SES226582,2024-02-16 19:09:00,view_item,P0224,U6679,Tablet
SES611822,2024-06-19 08:06:00,remove_from_cart,P0300,,Desktop
SES445418,2024-01-09 06:51:00,add_to_cart,P0318,U3407,Tablet
SES132148,2024-01-05 08:36:00,purchase,P0256,,Desktop
SES153268,2024-05-22 03:51:00,search,P0101,U6738,Mobile
SES738631,2024-03-21 11:45:00,remove_from_cart,P0258,,Mobile
SES805123,2024-04-12 13:49:00,view_item,P0154,,Tablet
SES257288,2024-04-02 16:12:00,view_item,P0092,U8928,Tablet
