transaction_id,date,store_id,customer_id,product_id,quantity,price,payment_method
TXN00078969,2024-03-30,ST049,CUST09094,P0474,4,296,Cash
TXN00077040,2024-01-07,ST044,CUST06783,P0269,2,4915,Credit Card
TXN00003726,2024-01-14,ST017,CUST08550,P0427,1,2209,UPI
TXN00091601,2024-02-21,ST045,CUST04229,P0360,3,1488,Credit Card
TXN00090092,2024-04-19,ST018,CUST01188,P0455,3,43440,Credit Card
TXN00018100,2024-01-17,ST042,CUST04820,P0206,2,37083,Cash
TXN00065713,2024-04-06,ST004,CUST01021,P0174,5,4215,UPI
TXN00055749,2024-01-21,ST048,CUST06148,P0171,2,1257,UPI
TXN00010896,2024-01-14,ST020,CUST05438,P0489,3,33166,Credit Card
TXN00017706,2024-05-06,ST026,CUST02647,P0010,5,6279,UPI
TXN00057028,2024-04-21,ST017,CUST00832,P0239,1,3900,Debit Card
TXN00044408,2024-01-08,ST042,CUST07840,P0049,3,701,Credit Card
TXN00028283,2024-03-29,ST014,CUST08294,P0149,2,1527,Debit Card
TXN00028703,2024-01-13,ST003,CUST03150,P0489,4,33166,UPI
TXN00071253,2024-04-23,ST018,CUST04968,P0299,5,1591,Credit Card
TXN00008398,2024-06-01,ST033,CUST03537,P0250,2,4146,Debit Card
TXN00085898,2024-05-07,ST041,CUST06544,P0198,3,1265,Credit Card
TXN00067682,2024-06-15,ST044,CUST04660,P0421,1,1134,Debit Card
TXN00018464,2024-03-19,ST033,CUST02462,P0186,5,7756,UPI
TXN00017692,2024-06-11,ST043,CUST07509,P0194,5,43502,UPI
TXN00037946,2024-02-22,ST046,CUST04240,P0154,3,1332,Credit Card
TXN00041635,2024-02-02,ST025,CUST07483,P0132,2,2821,Cash
TXN00097516,2024-05-07,ST013,CUST09139,P0323,3,407,UPI
TXN00085346,2024-02-19,ST012,CUST00983,P0362,4,4773,Debit Card
TXN00020789,2024-06-04,ST026,CUST08938,P0341,4,-45920,Credit Card
TXN00083627,2024-03-31,ST049,CUST06737,P0022,5,338,UPI
TXN00007780,2024-03-26,ST007,CUST01920,P0119,1,1695,UPI
TXN00074074,2024-06-14,ST029,CUST06032,P0057,4,1218,Credit Card
TXN00056437,2024-06-23,ST029,CUST01115,P0273,4,584,Debit Card
TXN00096888,2024-03-28,ST044,CUST07579,P0041,4,6713,UPI
TXN00072369,2024-03-28,ST032,CUST06230,P0261,2,1081,Debit Card
TXN00083852,2024-05-13,ST017,CUST05475,P0139,3,4181,UPI
TXN00060593,2024-02-06,ST024,CUST06762,P0086,4,4457,Cash
TXN00090887,2024-03-24,ST045,CUST01632,P0429,3,318,Credit Card
TXN00025528,2024-01-26,ST028,CUST04671,P0038,3,37655,Credit Card
TXN00047724,2024-02-21,ST013,CUST08584,P0167,1,25076,UPI
TXN00093235,2024-05-14,ST024,CUST08869,P0088,4,4153,Credit Card
TXN00068982,2024-04-12,ST012,CUST09932,P0045,1,1327,UPI
TXN00026885,2024-04-21,ST025,CUST00083,P0336,2,4406,UPI
TXN00063027,2024-04-14,ST020,CUST04242,P0164,2,798,Credit Card
TXN00058208,2024-02-29,ST017,CUST02236,P0310,1,25585,Credit Card
TXN00005537,2024-06-05,ST017,CUST01580,P0160,2,106,UPI
TXN00061757,2024-02-24,ST017,CUST04558,P0491,2,4073,Credit Card
TXN00084504,2024-03-24,ST037,CUST03432,P0195,2,2970,Debit Card
TXN00095331,2024-05-05,ST009,CUST00588,P0279,2,38944,Credit Card
TXN00005622,2024-05-24,ST046,CUST08192,P0344,1,22551,UPI
TXN00075416,2024-04-15,ST014,CUST07112,P0097,3,12511,Credit Card
TXN00094859,2024-06-14,ST014,CUST00532,P0243,5,1236,Cash
TXN00079571,2024-05-10,ST039,CUST05742,P0093,5,560,Credit Card
TXN00029505,2024-03-16,ST043,CUST07260,P0138,3,1369,Debit Card
TXN00035655,2024-06-10,ST003,CUST05123,P0258,2,13308,Debit Card
TXN00076800,2024-01-16,ST018,CUST03716,P0496,4,640,Debit Card
TXN00000719,2024-05-05,ST002,CUST01991,P0448,4,1409,Debit Card
TXN00000053,2024-06-09,ST046,CUST08884,P0487,5,1888,Credit Card
TXN00054064,2024-03-05,ST041,CUST01703,P0396,3,4314,UPI
TXN00078181,2024-05-02,ST003,CUST02867,P0265,5,1535,Credit Card
TXN00027767,2024-03-08,ST048,CUST07571,P0074,3,1171,UPI
TXN00048654,2024-06-05,ST038,CUST09272,P0349,3,22144,UPI
TXN00095011,2024-06-09,ST018,CUST01652,P0022,1,338,Debit Card
TXN00035214,2024-02-28,ST005,CUST08428,P0060,2,255,Debit Card
TXN00055577,2024-05-02,ST020,CUST01795,P0486,4,2290,UPI
TXN00066178,2024-01-30,ST035,CUST04220,P0297,2,826,UPI
TXN00042775,2024-04-05,ST014,CUST08485,P0438,5,1735,Cash
TXN00038873,2024-01-12,ST017,CUST00599,P0358,2,1036,UPI
TXN00096572,2024-04-14,ST002,CUST02882,P0183,5,380,UPI
TXN00064724,2024-01-27,ST016,CUST07614,P0337,4,3860,Debit Card
TXN00066289,2024-03-25,ST030,CUST06593,P0444,4,324,Debit Card
TXN00020381,2024-03-04,ST022,CUST09475,P0161,2,660,UPI
TXN00001916,2024-06-07,ST012,CUST02567,P0260,5,331,Credit Card
TXN00044518,2024-04-23,ST026,CUST09706,P0131,3,23822,Cash
TXN00056654,2024-06-19,ST032,CUST05764,P0254,2,3824,Cash
TXN00061096,2024-05-03,ST026,CUST09733,P0403,1,447,UPI
TXN00063023,2024-03-30,ST005,CUST09536,P0202,1,1199,UPI
TXN00013117,2024-04-06,ST014,CUST09683,P0333,3,41211,Cash
TXN00069003,2024-01-12,ST018,CUST02436,P0393,2,1125,UPI
TXN00012339,2024-02-01,ST008,CUST06005,P0210,5,569,Debit Card
TXN00027783,2024-06-14,ST012,CUST06449,P0110,2,1407,Debit Card
TXN00014187,2024-06-24,ST030,CUST07188,P0470,4,27117,Cash
TXN00092578,2024-02-27,ST037,CUST09297,P0297,2,826,UPI
TXN00043137,2024-03-08,ST043,CUST07178,P0272,5,291,Debit Card
TXN00033676,2024-06-10,ST027,CUST04260,P0101,3,345,Debit Card
TXN00068644,2024-04-09,ST038,CUST01722,P0203,2,861,Cash
TXN00026498,2024-05-23,ST021,CUST05247,P0462,5,5505,Debit Card
TXN00044264,2024-01-04,ST023,CUST00561,P0308,5,2867,Cash
TXN00092896,2024-03-24,ST020,CUST02924,P0402,2,2211,Debit Card
TXN00072123,2024-05-13,ST049,CUST00495,P0067,3,108,Credit Card
TXN00014527,2024-03-16,ST019,CUST09137,P0381,2,746,Cash
TXN00010330,2024-05-01,ST033,CUST09415,P0145,1,20363,Credit Card
TXN00060693,2024-03-24,ST033,CUST06882,P0200,1,1473,UPI
TXN00049189,2024-02-16,ST035,CUST07915,P0317,4,1864,Cash
TXN00067225,2024-03-22,ST040,CUST05588,P0232,2,7194,Cash
TXN00012174,2024-04-21,ST034,CUST06875,P0283,5,993,Credit Card
TXN00086684,2024-01-09,ST018,CUST02737,P0058,1,1906,UPI
TXN00080863,2024-05-30,ST009,CUST02261,P0187,2,248,UPI
TXN00036936,2024-04-08,ST000,CUST08994,P0231,4,15424,Debit Card
TXN00075321,2024-04-29,ST040,CUST05253,P0119,5,1695,Credit Card
TXN00041963,2024-05-13,ST047,CUST02596,P0444,4,324,Credit Card
TXN00049614,2024-06-09,ST008,CUST04240,P0366,4,20906,UPI
TXN00089736,2024-06-08,ST014,CUST07175,P0121,1,435,UPI
TXN00018655,2024-04-14,ST041,CUST06267,P0071,3,318,Cash
TXN00074414,2024-01-11,ST003,CUST04966,P0116,4,891,UPI
TXN00012392,2024-04-21,ST034,CUST06034,P0489,2,33166,Credit Card
TXN00089882,2024-01-11,ST030,CUST04167,P0331,1,1732,Debit Card
TXN00074866,2024-06-18,ST020,CUST09900,P0359,1,3777,UPI
TXN00065184,2024-01-15,ST037,CUST09540,P0312,4,38236,UPI
TXN00002244,2024-06-01,ST036,CUST00698,P0257,4,43102,UPI
TXN00065824,2024-03-22,ST015,CUST08585,P0252,2,1291,Debit Card
TXN00090447,2024-06-27,ST002,CUST02797,P0036,3,2218,Credit Card
TXN00078730,2024-06-30,ST016,CUST02647,P0033,4,2615,Debit Card
TXN00054418,2024-01-03,ST001,CUST08019,P0298,5,38031,UPI
TXN00083924,2024-03-22,ST044,CUST09996,P0354,3,3597,Credit Card
TXN00040037,2024-06-19,ST028,CUST01081,P0147,5,4675,Debit Card
TXN00095419,2024-04-30,ST012,CUST02673,P0334,4,45961,Credit Card
TXN00014322,2024-04-14,ST011,CUST07684,P0075,4,394,Cash
TXN00094930,2024-01-19,ST018,CUST07163,P0051,4,534,UPI
TXN00097834,2024-02-22,ST037,CUST03358,P0401,1,2176,Cash
TXN00033134,2024-02-19,ST005,CUST02278,P0491,1,4073,UPI
TXN00051430,2024-02-20,ST037,CUST09495,P0452,4,3752,Debit Card
TXN00080317,2024-05-02,ST005,CUST06874,P0424,5,9203,Credit Card
TXN00062784,2024-06-02,ST042,CUST06090,P0397,3,226,Credit Card
TXN00052106,2024-03-20,ST000,CUST06022,P0402,4,2211,UPI
TXN00013068,2024-06-13,ST020,CUST00952,P0273,4,584,Debit Card
TXN00043734,2024-06-02,ST037,CUST00338,P0411,1,3027,Cash
TXN00036359,2024-02-02,ST015,CUST09273,P0287,4,48573,Debit Card
TXN00049518,2024-03-17,ST027,CUST00209,P0338,1,1357,Cash
TXN00085881,2024-04-15,ST027,CUST04402,P0364,4,884,Debit Card
TXN00052403,2024-03-20,ST003,CUST02103,P0317,2,1864,Cash
TXN00010392,2024-04-18,ST005,CUST00354,P0125,4,56,Debit Card
TXN00039755,2024-02-24,ST022,CUST08933,P0033,4,2615,Debit Card
TXN00077132,2024-03-28,ST020,CUST07224,P0097,1,12511,Debit Card
TXN00018005,2024-02-27,ST025,CUST08424,P0318,2,3595,UPI
TXN00085883,2024-06-29,ST003,CUST03528,P0422,1,6364,UPI
TXN00021318,2024-05-11,ST032,CUST01019,P0331,2,1732,Cash
TXN00072083,2024-04-25,ST024,CUST01000,P0073,3,1249,Credit Card
TXN00023219,2024-04-18,ST021,CUST01381,P0111,1,32089,Cash
TXN00007906,2024-01-28,ST019,CUST06088,P0101,1,345,Credit Card
TXN00053320,2024-02-04,ST032,CUST04422,P0245,3,775,Cash
TXN00030768,2024-02-17,ST047,CUST07163,P0360,3,1488,Cash
TXN00056523,2024-05-08,ST007,CUST07574,P0065,1,13971,Credit Card
TXN00080997,2024-06-09,ST025,CUST00636,P0350,1,1805,Cash
TXN00075879,2024-03-30,ST005,CUST01868,P0394,4,465,UPI
TXN00093510,2024-02-21,ST014,CUST05581,P0128,4,35064,Cash
TXN00081694,2024-06-17,ST004,CUST07143,P0042,2,721,Debit Card
TXN00071048,2024-04-06,ST033,CUST01249,P0482,3,30315,Credit Card
TXN00069568,2024-03-13,ST039,CUST04182,P0016,1,1378,Credit Card
TXN00054414,2024-03-11,ST033,CUST08677,P0153,5,735,Credit Card
TXN00069440,2024-06-03,ST006,CUST01537,P0383,4,2907,Credit Card
TXN00065957,2024-03-23,ST038,CUST01468,P0132,4,2821,Debit Card
TXN00007621,2024-04-08,ST007,CUST09665,P0346,5,5142,Credit Card
TXN00075522,2024-05-13,ST016,CUST08465,P0419,5,1569,Debit Card
TXN00008548,2024-03-21,ST012,CUST02487,P0350,4,1805,Cash
TXN00069877,2024-03-09,ST026,CUST05390,P0439,2,345,Cash
TXN00041823,2024-06-08,ST027,CUST03464,P0052,1,261,Cash
TXN00036764,2024-06-09,ST026,CUST01568,P0366,2,-20906,Credit Card
TXN00032624,2024-06-13,ST007,CUST05897,P0142,4,378,Cash
TXN00001585,2024-01-29,ST048,CUST08519,P0469,2,29040,Credit Card
TXN00090869,2024-02-28,ST008,CUST03002,P0353,4,4724,Debit Card
TXN00000796,2024-06-16,ST002,CUST08892,P0376,4,1987,Debit Card
TXN00076275,2024-01-29,ST042,CUST02359,P0211,2,668,UPI
TXN00050636,2024-01-14,ST014,CUST06479,P0446,4,1286,Credit Card
TXN00040516,2024-06-16,ST025,CUST05130,P0280,5,4123,Credit Card
TXN00074405,2024-03-23,ST019,CUST09147,P0386,1,6041,Debit Card
TXN00047771,2024-02-23,ST030,CUST00189,P0020,4,1286,Debit Card
TXN00050531,2024-04-14,ST030,CUST03778,P0405,2,745,Credit Card
TXN00042232,2024-03-06,ST033,CUST04163,P0207,3,3873,Cash
TXN00021818,2024-06-30,ST048,CUST00403,P0075,5,394,Cash
TXN00018203,2024-05-24,ST045,CUST05950,P0432,3,361,Credit Card
TXN00014715,2024-01-29,ST042,CUST01102,P0280,2,4123,Credit Card
TXN00082597,2024-04-04,ST013,CUST08417,P0243,1,1236,Credit Card
TXN00060454,2024-03-24,ST047,CUST07104,P0129,4,692,UPI
TXN00089063,2024-01-08,ST002,CUST08260,P0073,5,1249,Credit Card
TXN00074444,2024-01-27,ST044,CUST05343,P0165,4,36524,UPI
TXN00041959,2024-03-26,ST020,CUST04802,P0054,5,687,UPI
TXN00047343,2024-02-10,ST041,CUST02138,P0305,4,5705,Cash
TXN00093863,2024-03-01,ST001,CUST07058,P0292,5,2609,UPI
TXN00058562,2024-03-13,ST016,CUST04953,P0160,4,106,Debit Card
TXN00087064,2024-05-04,ST025,CUST09563,P0439,3,345,Cash
TXN00078777,2024-04-11,ST001,CUST00594,P0143,3,4613,Credit Card
TXN00020014,2024-03-12,ST005,CUST02697,P0219,1,1785,Cash
TXN00007088,2024-03-06,ST042,CUST06170,P0261,3,1081,Credit Card
TXN00039172,2024-06-11,ST017,CUST08176,P0300,1,584,Debit Card
TXN00082020,2024-06-20,ST031,CUST01685,P0335,5,1868,Debit Card
TXN00046218,2024-05-20,ST031,CUST04394,P0252,3,1291,Cash
TXN00040029,2024-03-20,ST003,CUST09941,P0433,2,1172,Credit Card
TXN00070113,2024-02-07,ST016,CUST03906,P0255,4,819,UPI
TXN00032641,2024-01-02,ST043,CUST07565,P0153,2,735,UPI
TXN00046929,2024-02-28,ST000,CUST04917,P0028,5,553,Cash
TXN00028985,2024-05-23,ST026,CUST00380,P0491,3,4073,Debit Card
TXN00008026,2024-05-25,ST029,CUST06254,P0220,4,870,Credit Card
TXN00004545,2024-05-22,ST018,CUST07865,P0313,3,8656,Debit Card
TXN00014401,2024-03-24,ST034,CUST02023,P0359,3,3777,Cash
TXN00033819,2024-04-06,ST044,CUST02766,P0213,1,1964,Cash
TXN00079842,2024-06-02,ST010,CUST04843,P0105,2,49831,Credit Card
TXN00068304,2024-03-21,ST039,CUST04634,P0422,4,6364,Cash
TXN00022804,2024-06-13,ST039,CUST04729,P0221,4,2104,Debit Card
TXN00079347,2024-01-14,ST002,CUST06070,P0315,1,200,Credit Card
TXN00076709,2024-03-01,ST024,CUST03731,P0251,4,696,UPI
TXN00086976,2024-03-22,ST008,CUST00499,P0309,2,1373,Credit Card
TXN00004881,2024-03-27,ST037,CUST05313,P0361,2,1536,Credit Card
TXN00026139,2024-01-13,ST001,CUST09126,P0417,3,6292,UPI
TXN00073407,2024-02-08,ST005,CUST05143,P0295,1,152,Credit Card
TXN00003056,2024-04-12,ST022,CUST08209,P0098,2,4132,Credit Card
TXN00091076,2024-03-11,ST019,CUST03521,P0202,5,1199,Cash
TXN00095259,2024-05-10,ST023,CUST05713,P0140,5,2757,Debit Card
TXN00042946,2024-02-13,ST001,CUST03400,P0079,5,4675,UPI
TXN00078016,2024-01-22,ST005,CUST09599,P0304,1,1205,Cash
TXN00049333,2024-01-09,ST045,CUST09854,P0446,2,1286,Credit Card
TXN00050270,2024-02-03,ST003,CUST01789,P0224,2,2003,Credit Card
TXN00095429,2024-02-13,ST026,CUST01116,P0405,5,745,UPI
TXN00098231,2024-01-27,ST005,CUST04139,P0386,3,6041,Debit Card
TXN00038236,2024-01-10,ST028,CUST03538,P0099,4,1465,Debit Card
TXN00074994,2024-06-01,ST016,CUST09393,P0261,1,1081,UPI
TXN00027496,2024-03-23,ST015,CUST08824,P0468,3,934,Credit Card
TXN00030223,2024-01-15,ST011,CUST03331,P0242,3,1511,Debit Card
TXN00075816,2024-02-03,ST023,CUST03621,P0369,4,982,Debit Card
TXN00099406,2024-02-22,ST017,CUST01500,P0134,1,1225,Cash
TXN00077520,2024-01-29,ST040,CUST07487,P0178,2,4862,UPI
TXN00074511,2024-06-10,ST031,CUST05428,P0462,5,5505,Credit Card
TXN00002310,2024-03-31,ST001,CUST04238,P0161,2,660,Debit Card
TXN00019502,2024-04-15,ST010,CUST08457,P0111,3,32089,Debit Card
TXN00077423,2024-06-10,ST006,CUST09231,P0411,1,3027,Cash
TXN00015653,2024-02-20,ST033,CUST05344,P0004,5,4479,UPI
TXN00078918,2024-03-24,ST024,CUST06902,P0208,5,254,Debit Card
TXN00045891,2024-03-21,ST000,CUST08276,P0164,3,798,Debit Card
TXN00090486,2024-06-02,ST032,CUST05581,P0201,2,21404,Credit Card
TXN00009649,2024-02-12,ST003,CUST00945,P0490,4,1226,Credit Card
TXN00056722,2024-05-22,ST002,CUST00506,P0125,2,56,Cash
TXN00013726,2024-06-29,ST014,CUST01632,P0133,1,412,Debit Card
TXN00032627,2024-02-05,ST026,CUST03353,P0131,5,23822,Debit Card
TXN00039355,2024-04-09,ST048,CUST01007,P0349,3,22144,Cash
TXN00053251,2024-03-03,ST035,CUST07958,P0137,5,6699,Cash
TXN00017784,2024-02-19,ST025,CUST09954,P0121,3,435,Cash
TXN00088812,2024-05-12,ST018,CUST07002,P0235,1,458,Cash
TXN00009160,2024-06-12,ST026,CUST05448,P0451,4,512,Debit Card
TXN00019787,2024-01-16,ST016,,P0490,5,1226,UPI
TXN00061602,2024-03-22,ST010,CUST09579,P0311,4,8682,Credit Card
TXN00096703,2024-03-17,ST049,CUST04257,P0487,2,1888,Cash
TXN00064065,2024-03-05,ST040,CUST03439,P0422,5,6364,UPI
TXN00044524,2025-01-22,ST009,CUST04443,P0220,5,870,Cash
TXN00097733,2024-05-11,ST037,CUST08121,P0396,3,4314,UPI
TXN00070405,2024-05-14,ST009,CUST07657,P0316,5,48387,Debit Card
TXN00077043,2024-06-10,ST012,CUST03609,P0234,5,121,UPI
TXN00000324,2024-06-21,ST025,CUST06938,P0087,1,1465,UPI
TXN00027416,2024-05-16,ST015,CUST01325,P0219,3,1785,Debit Card
TXN00068879,2024-01-05,ST041,CUST06939,P0353,4,4724,Debit Card
TXN00004993,2024-04-18,ST021,CUST06321,P0030,5,5807,Cash
TXN00000209,2024-02-03,ST032,CUST03616,P0400,5,24095,Cash
TXN00083491,2024-01-10,ST046,CUST00127,P0013,5,4081,Credit Card
TXN00038448,2024-02-04,ST002,CUST06999,P0498,4,12590,Debit Card
TXN00077540,2025-02-11,ST003,CUST05281,P0123,1,5487,UPI
TXN00067197,2024-04-09,ST026,CUST08145,P0037,4,845,Credit Card
TXN00048640,2024-03-08,ST036,CUST07416,P0038,4,37655,Cash
TXN00045489,2024-05-14,ST029,CUST06124,P0313,5,8656,Cash
TXN00091737,2024-05-11,ST019,CUST04687,P0405,5,745,Debit Card
TXN00022113,2024-05-20,ST004,CUST00416,P0454,4,1766,Debit Card
TXN00073596,2024-02-04,ST042,CUST00925,P0476,3,1294,Cash
TXN00080531,2024-06-06,ST043,CUST06640,P0359,3,3777,Credit Card
TXN00045587,2024-06-24,ST013,CUST00610,P0308,5,2867,Cash
TXN00013225,2024-02-19,ST010,CUST07425,P0161,4,660,Cash
TXN00048912,2024-04-25,ST023,CUST06994,P0465,3,21721,Debit Card
TXN00031251,2024-02-05,ST031,CUST09008,P0497,2,1585,Debit Card
TXN00067046,2024-04-13,ST022,CUST04261,P0492,3,322,Debit Card
TXN00042485,2024-06-11,ST047,CUST01982,P0455,4,43440,UPI
TXN00092874,2024-03-07,ST006,CUST01374,P0341,2,45920,Cash
TXN00091255,2024-03-21,ST012,CUST01933,P0388,3,1100,UPI
TXN00016850,2024-06-09,ST022,CUST04606,P0421,3,1134,Debit Card
TXN00006380,2024-04-12,ST000,CUST00237,P0303,1,1468,Credit Card
TXN00045110,2024-03-29,ST045,CUST06240,P0134,2,1225,Cash
TXN00044565,2024-03-25,ST023,CUST08954,P0407,5,1658,Cash
TXN00033255,2024-06-01,ST032,CUST02583,P0218,4,444,UPI
TXN00069966,2024-05-07,ST012,CUST09408,P0017,1,901,Cash
TXN00021634,2024-02-26,ST000,CUST08749,P0348,2,1183,Debit Card
TXN00065121,2024-02-20,ST009,CUST08246,P0327,2,2707,UPI
TXN00002978,2024-04-29,ST019,CUST03309,P0458,1,2266,UPI
TXN00092133,2024-05-25,ST003,CUST01509,P0004,4,4479,Debit Card
TXN00087250,2024-01-12,ST005,CUST09715,P0147,2,4675,Cash
TXN00061882,2024-03-28,ST002,CUST03567,P0025,3,1229,UPI
TXN00014644,2024-05-17,ST047,CUST02647,P0476,2,1294,Cash
TXN00090433,2024-06-26,ST044,CUST03312,P0226,4,375,UPI
TXN00039270,2024-04-07,ST020,CUST00530,P0495,4,531,Credit Card
TXN00040944,2024-02-13,ST037,CUST01656,P0154,1,1332,UPI
TXN00081064,2024-01-14,ST038,CUST02523,P0356,4,31195,UPI
TXN00008277,2024-03-23,ST010,CUST01136,P0475,4,13440,Debit Card
TXN00086597,2024-06-21,ST042,CUST01049,P0132,5,2821,Credit Card
TXN00011143,2024-05-14,ST045,CUST00918,P0018,2,25654,Debit Card
TXN00089894,2024-02-21,ST034,CUST05687,P0193,1,21807,Debit Card
TXN00022457,2024-06-18,ST017,CUST01784,P0080,3,3841,Cash
TXN00035345,2024-05-26,ST002,CUST01795,P0368,2,1529,Debit Card
TXN00088058,2024-02-12,ST038,CUST08862,P0392,4,544,UPI
TXN00074423,2024-03-20,ST023,CUST05066,P0260,1,331,Credit Card
TXN00098103,2024-06-03,ST043,CUST09458,P0179,4,1059,Credit Card
TXN00066534,2024-04-21,ST019,CUST02598,P0032,5,24674,Cash
TXN00053296,2024-01-12,ST035,CUST08491,P0432,5,361,UPI
TXN00091813,2024-02-12,ST018,CUST04780,P0370,4,1352,Debit Card
TXN00001040,2024-04-06,ST049,CUST02161,P0447,2,13072,UPI
TXN00053644,2024-05-28,ST005,CUST05361,P0359,4,3777,UPI
TXN00010956,2024-03-22,ST040,CUST00765,P0383,5,2907,UPI
TXN00055474,2024-06-27,ST000,CUST01828,P0475,2,13440,Debit Card
TXN00073690,2024-02-09,ST024,CUST00016,P0180,2,4029,Debit Card
TXN00076910,2024-02-08,ST016,CUST01055,P0336,3,4406,Debit Card
TXN00028915,2024-03-27,ST014,CUST07751,P0203,2,861,Debit Card
TXN00023246,2024-02-07,ST045,,P0303,3,1468,UPI
TXN00046173,2024-04-09,ST027,CUST00367,P0184,1,3864,Debit Card
TXN00023086,2024-03-16,ST021,CUST00887,P0474,1,296,UPI
TXN00094030,2024-03-26,ST035,CUST02610,P0004,1,4479,Cash
TXN00053550,2024-01-12,ST025,CUST07424,P0388,3,1100,Debit Card
TXN00049733,2024-02-15,ST041,CUST05680,P0042,1,721,Credit Card
TXN00085723,2024-01-04,ST016,CUST06058,P0430,1,1644,Cash
TXN00036977,2024-01-08,ST020,CUST07546,P0028,5,-553,Cash
TXN00066267,2024-02-08,ST035,CUST00898,P0051,1,534,Debit Card
TXN00006314,2024-02-28,ST044,CUST04184,P0165,1,36524,UPI
TXN00062303,2024-04-14,ST033,CUST09518,P0359,3,3777,Credit Card
TXN00010640,2024-04-09,ST023,CUST02508,P0020,4,1286,Debit Card
TXN00052858,2024-04-05,ST036,CUST03733,P0305,3,5705,Credit Card
TXN00003760,2024-01-26,ST029,CUST01354,P0073,3,1249,Cash
TXN00014480,2024-01-18,ST013,CUST02944,P0249,1,7961,Cash
TXN00094224,2024-04-05,ST013,CUST01380,P0386,2,6041,UPI
TXN00031188,2024-04-13,ST037,CUST01766,P0201,2,21404,Credit Card
TXN00041054,2024-02-17,ST030,CUST01908,P0378,4,1824,Cash
TXN00008882,2024-01-08,ST046,CUST03951,P0024,5,9099,Cash
TXN00090148,2024-03-15,ST043,CUST06415,P0015,4,85,Credit Card
TXN00075379,2024-02-24,ST011,CUST07698,P0354,2,3597,Credit Card
TXN00018037,2024-04-29,ST034,CUST00939,P0082,4,659,Cash
TXN00004943,2024-03-17,ST049,CUST01354,P0360,5,1488,Debit Card
TXN00026801,2024-05-26,ST022,CUST07144,P0262,5,3215,Debit Card
TXN00072105,2024-02-26,ST004,CUST05097,P0034,5,3507,Credit Card
TXN00099948,2024-03-18,ST038,CUST02201,P0458,1,2266,Debit Card
TXN00046396,2024-02-18,ST033,CUST01309,P0183,2,380,Debit Card
TXN00035544,2024-03-23,ST010,CUST00490,P0388,4,1100,Debit Card
TXN00018665,2024-04-06,ST037,CUST02123,P0295,4,152,UPI
TXN00047819,2024-06-17,ST037,CUST06596,P0377,1,1601,Debit Card
TXN00013459,2024-02-29,ST033,CUST00961,P0480,1,7518,UPI
TXN00094823,2024-06-01,ST024,CUST00513,P0213,3,1964,UPI
TXN00054208,2024-06-14,ST011,CUST04566,P0082,5,659,Credit Card
TXN00028037,2024-04-13,ST025,CUST06537,P0216,4,11390,UPI
TXN00094816,2024-01-01,ST009,CUST09642,P0162,1,1623,Credit Card
TXN00019875,2024-02-06,ST005,CUST08936,P0200,4,1473,Debit Card
TXN00053965,2024-05-11,ST021,CUST03670,P0035,5,746,Credit Card
TXN00039907,2024-04-01,ST033,CUST06920,P0006,1,1405,UPI
TXN00051151,2024-04-29,ST010,CUST00108,P0467,3,4757,Debit Card
TXN00091865,2024-02-20,ST019,CUST09465,P0172,1,830,Debit Card
TXN00057391,2024-04-21,ST020,CUST06716,P0146,2,7300,Debit Card
TXN00089802,2024-01-10,ST030,CUST01378,P0315,3,200,UPI
TXN00055241,2024-01-20,ST027,CUST08924,P0007,3,2096,Credit Card
TXN00081729,2024-03-08,ST017,CUST00092,P0217,4,143,Credit Card
TXN00079428,2024-05-13,ST041,CUST08355,P0283,2,993,Credit Card
TXN00081355,2024-01-16,ST046,CUST06623,P0285,1,111,UPI
TXN00073538,2024-06-01,ST048,CUST06689,P0406,1,30868,Debit Card
TXN00078136,2024-03-30,ST014,CUST06783,P0303,2,1468,Debit Card
TXN00015790,2024-05-19,ST014,CUST03967,P0397,4,226,Credit Card
TXN00004146,2024-01-22,ST000,CUST03316,P0364,4,884,UPI
TXN00045001,2024-05-23,ST039,CUST07257,P0286,5,5755,Cash
TXN00077602,2024-02-03,ST046,CUST08090,P0359,2,3777,Credit Card
TXN00023971,2024-04-05,ST047,CUST03276,P0153,1,735,UPI
TXN00039066,2024-05-20,ST023,CUST05395,P0418,1,821,Debit Card
TXN00026412,2024-06-30,ST028,CUST05743,P0215,4,3691,Debit Card
TXN00091557,2024-06-16,ST016,CUST01911,P0068,3,36259,Debit Card
TXN00041421,2024-02-28,ST011,CUST07468,P0380,3,4753,Credit Card
TXN00096915,2024-06-10,ST004,CUST02392,P0121,1,435,Debit Card
TXN00016488,2024-06-28,ST027,CUST04036,P0208,4,254,Credit Card
TXN00080767,2024-02-15,ST014,CUST06709,P0180,5,4029,Credit Card
TXN00039692,2024-05-05,ST041,CUST00907,P0124,1,1801,Credit Card
TXN00048582,2024-01-27,ST040,CUST05613,P0124,4,1801,Cash
TXN00088702,2024-06-03,ST040,CUST01113,P0412,3,198,Credit Card
TXN00008604,2024-03-26,ST043,CUST07726,P0432,5,361,Credit Card
TXN00055234,2024-05-20,ST035,CUST06972,P0455,3,43440,Debit Card
TXN00081927,2024-04-19,ST038,CUST01045,P0442,2,3709,UPI
TXN00011213,2024-01-10,ST045,CUST00150,P0127,5,1003,Debit Card
TXN00017256,2024-01-06,ST025,CUST03394,P0073,3,1249,Debit Card
